0.2581353	0.32113278	-0.28331545	0.27931392	-0.25943658	-0.26851672	-0.31645176	-0.35260147	0.2707635	-0.32331607	0.33934796	-0.29370195	0.34868252	-0.3294936	-0.32880417	-0.3383019
0.5041831	0.52960265	-0.5582417	0.52262765	-0.49726832	-0.50951546	-0.55352664	-0.5453179	0.5122675	-0.5355298	0.5024041	-0.51315767	0.58373314	-0.586134	-0.5959268	-0.5730503
0.008666398	0.044779427	0.014439186	-0.02970482	0.018101253	-0.048906837	0.030049179	-0.054594047	0.025467465	-0.056273825	0.0022306503	0.022435237	-0.03005462	-0.032833293	-0.051293686	-0.04681703
-0.29906154	-0.3532012	0.33401662	-0.4131654	0.3323444	0.326405	0.35081202	0.36979675	-0.33532447	0.4233174	-0.3583768	0.31609794	-0.3796085	0.42731306	0.3646839	0.39927968
-0.21905051	-0.287856	0.22730052	-0.2874098	0.3146398	0.28243193	0.2741551	0.2495465	-0.26069435	0.32014924	-0.31481844	0.2184094	-0.27465752	0.33920693	0.2690886	0.32899585
1.6727	1.6574013	-1.7913783	1.7723674	-1.766545	-1.781703	-1.6809412	-1.8465868	1.7008698	-1.8244615	1.7921023	-1.7254477	1.872897	-1.913277	-1.8562274	-1.8057467
0.684439	0.6388495	-0.61769444	0.66512513	-0.6978351	-0.6971674	-0.6679742	-0.7398748	0.65245146	-0.6905889	0.6362661	-0.5951523	0.68760973	-0.74465096	-0.69279146	-0.6594549
0.31269363	0.29821563	-0.2520225	0.31699833	-0.27986068	-0.33052203	-0.30106604	-0.29389626	0.274303	-0.31615752	0.32601687	-0.22200496	0.25284097	-0.3077013	-0.33307758	-0.30284837
0.16605741	0.20347863	-0.2104193	0.20607416	-0.20567928	-0.16883902	-0.16431278	-0.18500344	0.17803876	-0.22112687	0.21278329	-0.19389167	0.25358787	-0.20525564	-0.23227762	-0.24359037
-0.7750684	-0.7572513	0.78498125	-0.75958145	0.79833996	0.82968193	0.7302092	0.8335172	-0.6789634	0.7800592	-0.7823194	0.7285803	-0.84152174	0.78985137	0.827059	0.75726014
-0.040918104	-0.037243266	0.011096927	-0.034273803	0.024785277	0.053930968	-0.039601862	-0.027163181	0.0016045963	-0.008435056	-0.024745712	0.028244972	0.0076772817	0.013932912	-0.03390437	-0.023353418
-0.23433831	-0.1696096	0.1686009	-0.20948842	0.2299342	0.2025777	0.19001274	0.17864677	-0.17407624	0.1878772	-0.18731943	0.19516912	-0.24456272	0.21387933	0.14174339	0.22547817
-0.24312025	-0.19201241	0.25151527	-0.23804206	0.2666308	0.22631869	0.23314868	0.27071306	-0.25974366	0.2482719	-0.2994873	0.2055257	-0.31477666	0.21266295	0.20010448	0.27578107
0.08627513	0.02500386	-0.068820335	0.061335426	-0.054361213	-0.047297034	-0.11239502	-0.108212136	0.019160174	-0.10597026	0.10311587	-0.11618627	0.052729983	-0.060665067	-0.049760528	-0.08874343
-0.5919739	-0.57393306	0.6533949	-0.6194021	0.57920784	0.66673136	0.54525	0.66798955	-0.58528507	0.6711355	-0.60618824	0.58137244	-0.6977476	0.62600034	0.69221854	0.6289544
